jugador,nacionalidad,posicion,equipo,competicion,edad,año_nacimiento,partidos_jugados,partidos_titular,minutos,partidos_completos_90,goles,asistencias,goles_asistencias,goles_sin_penalti,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,xg,npxg,xg_asistencias,npxg_xg_asistencias,conducciones_progresivas,pases_progresivos,pases_progresivos_recibidos,goles_por90,asistencias_por90,goles_asistencias_por90,goles_penalti_por90,goles_asistencias_penalti_por90,xg_por90,xg_asistencias_por90,xg_xg_asistencias_por90,npxg_por90,npxg_xg_asistencias_por90,season,tiros,tiros_a_puerta,porc_tiros_a_puerta,tiros_por90,tiros_a_puerta_por90,goles_por_tiro,goles_por_tiro_a_puerta,dist_media_tiro,tiros_libres,npxg_por_tiro,xg_neto,npxg_neto,pases_completados,pases,porc_precision_pase,dist_total_pases,dist_progresiva_pases,pases_cortos_completados,pases_cortos,porc_precision_pase_corto,pases_medios_completados,pases_medios,porc_precision_pase_medio,pases_largos_completados,pases_largos,porc_precision_pase_largo,xa_modelado,xg_asistencias_neto,tiros_asistidos,pases_tercio_final,pases_area,centros_area,pases_en_juego,pases_balon_parado,pases_tiro_libre,pases_al_hueco,cambios_de_juego,centros,saques_de_banda,saques_de_esquina,esquinas_hacia_adentro,esquinas_hacia_fuera,esquinas_rectas,pases_fuera_de_juego,pases_bloqueados,doble_amarilla,faltas_cometidas,faltas_recibidas,fueras_de_juego,intercepciones,entradas_ganadas,penaltis_ganados,penaltis_concedidos,autogoles,recuperaciones,duelos_aereos_ganados,duelos_aereos_perdidos,porc_duelos_aereos_ganados,entradas,entradas_tercio_defensivo,entradas_tercio_medio,entradas_tercio_ofensivo,regates_parados,regates_enfrentados,porc_regates_parados,regates_no_parados,bloqueos,tiros_bloqueados,entradas_mas_intercepciones,despejes,errores,toques,toques_area_propia,toques_tercio_defensivo,toques_tercio_medio,toques_tercio_ofensivo,toques_area_rival,toques_en_juego,regates_intentados,regates_exitosos,porc_regates_exitosos,regates_no_exitosos,porc_regates_no_exitosos,conducciones,distancia_conducciones,distancia_conducciones_progresivas,conducciones_tercio_final,conducciones_area,malos_controles,perdidas,pases_recibidos,stint_id
Samuel Mbangula,BEL,FW,Werder Bremen,Bundesliga,0.0,2004.0,2,2,134.0,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,3,5,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.22,0.12,0.22,2025-2026,2,0,0.0,1.34,0.0,0.0,0.0,17.3,0,0.09,-0.2,-0.2,39,52,75.0,490,114,23,26,88.5,11,12,91.7,0,3,0.0,0.1,-0.2,1,2,1,1,49,2,1,0,1,2,1,0,0,0,0,1,4,0,2,3,0,0,3,1,0,0,12,1,1,50.0,4,3,1,0,4,7,57.1,3,4,1,4,0,0,71,4,21,26,27,6,71,5,2,40.0,3,60.0,51,323,91,3,3,4,4,49,72f66c3151dbcb66906a1cc327b18ddf
Andreas Skov Olsen,DEN,FW,Wolfsburg,Bundesliga,0.0,1999.0,2,2,133.0,1.5,1,0,1,1,0,0,1,0,0.0,0.0,0.5,0.5,3,4,7,0.68,0.0,0.68,0.68,0.68,0.01,0.35,0.36,0.01,0.36,2025-2026,1,1,100.0,0.68,0.68,1.0,1.0,22.1,0,0.02,1.0,1.0,41,47,87.2,629,144,22,25,88.0,16,17,94.1,3,4,75.0,0.7,-0.5,4,1,3,1,46,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,100.0,0,0,0,0,0,0,0.0,0,1,0,0,3,0,55,3,10,21,24,1,55,3,3,100.0,0,0.0,33,195,106,1,1,1,0,37,4f5204ba375178437c47ca247dd4aaa8
Arkadiusz Pyrka,POL,DF,St. Pauli,Bundesliga,0.0,2002.0,2,2,134.0,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,8,10,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,2025-2026,1,0,0.0,0.67,0.0,0.0,0.0,16.6,0,0.04,0.0,0.0,76,85,89.4,1155,426,36,39,92.3,27,30,90.0,6,8,75.0,0.1,-0.2,3,2,4,1,62,23,1,0,0,2,22,0,0,0,0,0,1,0,1,3,0,1,2,0,0,0,7,0,1,0.0,3,1,1,1,2,2,100.0,0,1,0,4,4,0,98,2,34,36,29,3,98,4,2,50.0,1,25.0,34,124,51,0,0,0,1,46,4ae77a6274e854e8e39db00e411655d7
Pervis Estupiñán,ECU,DF,Milan,Serie A,0.0,1998.0,2,2,135.0,1.5,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.4,2,5,9,0.0,0.67,0.67,0.0,0.67,0.02,0.21,0.23,0.02,0.23,2025-2026,2,0,0.0,1.33,0.0,0.0,0.0,30.3,0,0.02,0.0,0.0,62,71,87.3,875,220,36,42,85.7,22,24,91.7,2,3,66.7,0.7,0.7,2,3,0,0,59,12,1,0,0,2,11,0,0,0,0,0,0,0,1,3,1,3,2,0,0,0,7,1,1,50.0,2,2,0,0,2,3,66.7,1,1,0,5,2,0,87,4,26,38,24,3,87,1,0,0.0,1,100.0,50,210,104,2,0,3,2,54,f758a1ad12b154fdcc2f32a50b7f3fd2
Robert Skov,DEN,DF,Union Berlin,Bundesliga,0.0,1996.0,2,2,135.0,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,0,1,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,2025-2026,1,0,0.0,0.67,0.0,0.0,0.0,28.8,0,0.02,0.0,0.0,27,45,60.0,442,187,14,15,93.3,9,18,50.0,3,8,37.5,0.0,0.0,1,2,2,2,39,6,2,0,0,8,4,0,0,0,0,0,2,0,4,3,0,2,4,0,0,0,5,1,0,100.0,4,4,0,0,3,5,60.0,2,1,0,6,5,0,61,3,20,25,16,1,61,2,2,100.0,0,0.0,31,192,114,1,1,4,1,33,300f2da065e4bf67f8e70353e20b9835
Simon Sohm,SUI,MF,Fiorentina,Serie A,0.0,2001.0,2,2,135.0,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.9,0.9,6,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.61,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,62,72,86.1,1116,288,24,26,92.3,32,37,86.5,6,8,75.0,0.7,-0.9,2,5,0,0,69,2,2,2,0,1,0,0,0,0,0,1,0,0,4,5,0,0,2,0,0,0,3,1,5,16.7,4,2,2,0,1,1,100.0,0,0,0,4,1,0,81,1,12,62,7,2,81,0,0,0.0,0,0.0,51,238,154,1,0,2,1,65,c0303792aec2a31d5693fcf8679a1f7c
Nicolò Fagioli,ITA,MF,Fiorentina,Serie A,0.0,2001.0,2,1,135.0,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,10,0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,2025-2026,2,0,0.0,1.33,0.0,0.0,0.0,27.9,0,0.02,0.0,0.0,89,101,88.1,1567,571,36,37,97.3,44,49,89.8,7,12,58.3,0.2,0.0,1,6,1,0,91,10,9,0,1,3,0,1,1,0,0,0,0,0,1,1,0,1,2,0,0,0,12,0,0,0.0,2,0,2,0,2,5,40.0,3,0,0,3,1,0,114,2,25,72,18,0,114,1,1,100.0,0,0.0,65,370,216,5,0,3,1,77,b8433c3bcac9396843903813b40999c9
Abdoulaye Faye,SEN,DF,Lorient,Ligue 1,0.0,2004.0,2,1,135.0,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,2025-2026,1,0,0.0,0.67,0.0,0.0,0.0,10.9,0,0.07,-0.1,-0.1,76,84,90.5,1372,612,35,38,92.1,34,35,97.1,6,10,60.0,0.0,0.0,0,2,0,0,77,7,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,6,2,2,50.0,4,1,3,0,2,4,50.0,2,3,2,6,5,1,105,14,57,38,10,1,105,1,0,0.0,1,100.0,56,289,148,2,0,0,2,65,c5630e81c3bbf5ac68fef81bc09370df
Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,0.0,1998.0,2,2,132.0,1.5,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,5,6,5,0.0,0.68,0.68,0.0,0.68,0.04,0.23,0.27,0.04,0.27,2025-2026,2,0,0.0,1.36,0.0,0.0,0.0,24.9,0,0.03,-0.1,-0.1,36,49,73.5,588,220,16,21,76.2,15,17,88.2,2,3,66.7,0.1,0.7,6,6,1,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,1,1,0,0,0,6,1,6,14.3,2,2,0,0,1,2,50.0,1,1,0,3,3,0,66,4,15,34,18,2,66,2,0,0.0,2,100.0,42,262,117,3,1,5,1,45,51884e323a2501180d90386415733e24
Joël Schmied,SUI,DF,Köln,Bundesliga,0.0,1998.0,2,1,135.0,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,33,40,82.5,550,121,16,17,94.1,16,18,88.9,1,5,20.0,0.0,0.0,0,2,0,0,38,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,7,12.5,1,1,0,0,1,1,100.0,0,7,2,2,6,0,55,4,22,27,6,0,55,0,0,0.0,0,0.0,24,161,33,1,0,0,0,34,1aec2805fa70dab96da7864b19d8385a
Luca Ranieri,ITA,DF,Fiorentina,Serie A,0.0,1999.0,2,2,135.0,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,1,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06,2025-2026,1,0,0.0,0.67,0.0,0.0,0.0,10.9,0,0.07,-0.1,-0.1,72,84,85.7,1113,485,45,50,90.0,20,24,83.3,6,9,66.7,0.1,0.0,1,2,2,1,73,11,5,0,0,1,2,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,3,4,3,57.1,4,3,1,0,3,3,100.0,0,1,0,6,8,0,104,11,40,58,7,2,104,2,1,50.0,1,50.0,49,248,154,1,0,1,0,62,2c3133c7e20dedc208d6acde448d76c8
Pablo Pagis,FRA,FW,Lorient,Ligue 1,0.0,2002.0,2,1,125.0,1.4,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,3,3,11,0.72,0.0,0.72,0.72,0.72,0.25,0.02,0.27,0.25,0.27,2025-2026,2,2,100.0,1.44,1.44,0.5,0.5,12.1,0,0.14,0.7,0.7,38,51,74.5,606,139,19,22,86.4,15,17,88.2,2,3,66.7,0.0,0.0,1,4,0,0,47,4,1,0,0,1,1,2,1,0,0,0,5,0,3,1,0,1,1,0,0,0,5,0,2,0.0,1,0,1,0,1,2,50.0,1,1,0,2,0,0,61,0,4,35,25,3,61,3,2,66.7,1,33.3,40,205,91,6,0,3,1,47,5436525c693502581958318eb1500a97
Mohamed Bamba,CIV,FW,Lorient,Ligue 1,0.0,2001.0,3,1,122.0,1.4,0,1,1,0,0,0,0,0,0.7,0.7,0.8,1.5,1,1,4,0.0,0.74,0.74,0.0,0.74,0.53,0.57,1.1,0.53,1.1,2025-2026,1,0,0.0,0.74,0.0,0.0,0.0,3.4,0,0.72,-0.7,-0.7,11,20,55.0,175,27,6,9,66.7,3,5,60.0,1,1,100.0,0.4,0.2,2,1,0,0,13,7,0,2,0,0,0,0,0,0,0,0,4,0,2,0,3,1,1,0,0,0,1,1,3,25.0,1,1,0,0,1,2,50.0,1,0,0,2,1,0,35,1,3,19,13,6,35,2,0,0.0,2,100.0,14,39,19,0,1,4,2,19,f64cde8626f77f44a790cde12f86b3fa
Panos Katseris,GRE,"MF,DF",Lorient,Ligue 1,0.0,2001.0,3,2,130.0,1.4,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,3,7,18,0.0,0.0,0.0,0.0,0.0,0.3,0.34,0.64,0.3,0.64,2025-2026,4,1,25.0,2.77,0.69,0.0,0.0,14.2,0,0.12,-0.4,-0.4,59,77,76.6,1077,245,25,32,78.1,25,31,80.6,8,11,72.7,0.4,-0.5,3,2,3,1,68,9,0,0,0,11,9,0,0,0,0,0,1,0,2,5,0,5,1,0,0,0,13,1,2,33.3,1,1,0,0,1,3,33.3,2,0,0,6,3,0,100,1,15,29,60,15,100,6,1,16.7,5,83.3,58,298,119,1,0,3,1,60,c05c3e10c27e76a9c062846f2ae68a78
Rômulo,BRA,FW,RB Leipzig,Bundesliga,0.0,2002.0,2,1,129.0,1.4,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,0,5,8,0.7,0.0,0.7,0.7,0.7,0.38,0.09,0.48,0.38,0.48,2025-2026,4,2,50.0,2.79,1.4,0.25,0.5,8.4,0,0.14,0.4,0.4,26,35,74.3,379,90,17,22,77.3,5,5,100.0,3,4,75.0,0.1,-0.1,1,1,2,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,2,5,1,83.3,1,0,0,1,0,2,0.0,2,1,0,2,1,0,50,1,1,26,23,7,50,1,1,100.0,0,0.0,27,81,15,0,0,5,2,39,64b802008e0c5e3002e982abbde217f0
Miguel Ángel Rubio,ESP,DF,Espanyol,La Liga,0.0,1998.0,3,1,122.0,1.4,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,1,0,0.74,0.0,0.74,0.74,0.74,0.48,0.0,0.48,0.48,0.48,2025-2026,1,1,100.0,0.74,0.74,1.0,1.0,4.5,0,0.65,0.3,0.3,36,44,81.8,536,215,18,19,94.7,16,19,84.2,1,5,20.0,0.0,0.0,0,1,0,0,40,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,60.0,0,0,0,0,0,0,0.0,0,2,1,0,8,0,56,13,32,23,2,2,56,1,1,100.0,0,0.0,26,110,46,0,0,0,0,26,ff78f13254cf502fb59f8613959c1508
Sean Longstaff,ENG,MF,Leeds United,Premier League,0.0,1997.0,3,1,124.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,36,43,83.7,521,81,19,20,95.0,15,15,100.0,1,4,25.0,0.0,0.0,1,2,0,0,41,1,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,2,4,0,0,0,7,1,0,100.0,5,0,4,1,2,6,33.3,4,2,0,7,1,0,58,1,11,38,10,0,58,1,0,0.0,1,100.0,26,138,36,0,0,0,2,30,f0f0e7b7fe3e7e1f509f783a42335e26
Alexander Røssing-Lelesiit,NOR,FW,Hamburger SV,Bundesliga,0.0,2007.0,2,2,128.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2025-2026,1,1,100.0,0.7,0.7,0.0,0.0,22.2,0,0.04,0.0,0.0,19,24,79.2,340,77,5,6,83.3,8,8,100.0,3,6,50.0,0.0,0.0,0,0,1,1,20,4,0,1,0,4,0,3,3,0,0,0,0,0,5,0,0,0,2,0,0,0,5,0,3,0.0,5,5,0,0,2,2,100.0,0,1,0,5,2,0,46,0,15,14,18,1,46,4,0,0.0,4,100.0,27,163,25,2,0,6,4,28,41012ae94438c0318dee086b5ef16432
Santiago Bueno,URU,DF,Wolves,Premier League,0.0,1998.0,2,1,125.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,64,75,85.3,1238,412,18,21,85.7,40,42,95.2,5,8,62.5,0.0,0.0,1,1,1,1,70,4,3,1,0,3,1,0,0,0,0,1,0,0,3,1,0,4,2,0,0,0,4,4,3,57.1,4,2,2,0,3,4,75.0,1,2,1,8,5,0,92,7,35,48,10,1,92,0,0,0.0,0,0.0,41,162,44,0,0,0,1,57,b8d375ea47d8e861dbbece68374994be
Vedat Muriqi,KVX,FW,Mallorca,La Liga,0.0,1994.0,2,2,128.0,1.4,1,0,1,1,0,0,0,1,0.3,0.3,0.0,0.3,0,1,4,0.7,0.0,0.7,0.7,0.7,0.19,0.0,0.19,0.19,0.19,2025-2026,4,3,75.0,2.81,2.11,0.25,0.33,11.7,0,0.07,0.7,0.7,17,28,60.7,245,30,13,17,76.5,4,7,57.1,0,1,0.0,0.0,0.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,1,0,1,0,0,0,2,6,5,54.5,1,0,1,0,1,1,100.0,0,0,0,1,0,0,44,0,5,25,15,7,44,2,1,50.0,1,50.0,19,67,5,0,0,7,1,34,c022ceaddf56d44d3c73dd74a22b8081
Fallou Cham,UNK,DF,Hellas Verona,Serie A,0.0,0.0,2,2,126.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,6,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,2025-2026,1,1,100.0,0.71,0.71,0.0,0.0,18.2,0,0.04,0.0,0.0,25,37,67.6,400,147,12,15,80.0,10,14,71.4,2,5,40.0,0.0,-0.1,2,2,0,0,26,11,1,0,0,3,10,0,0,0,0,0,0,0,3,3,1,3,6,0,0,0,2,0,1,0.0,7,5,2,0,5,8,62.5,3,2,0,10,2,0,55,4,22,21,13,1,55,2,1,50.0,1,50.0,23,82,47,0,0,1,0,24,419bc98ebcfeb460d1becb9ea0776a0e
Dani Carvajal,ESP,DF,Real Madrid,La Liga,0.0,1992.0,3,1,128.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,111,121,91.7,1819,388,52,54,96.3,43,46,93.5,12,14,85.7,0.1,0.0,0,7,2,0,104,17,2,0,0,0,15,0,0,0,0,0,2,0,2,0,0,1,6,0,0,0,5,1,1,50.0,7,3,2,2,5,5,100.0,0,0,0,8,1,0,133,1,25,68,41,0,133,1,0,0.0,1,100.0,87,269,134,2,0,2,0,93,76bf10f62bdc1833e83809f78edd101f
Máximo Perrone,ARG,MF,Como,Serie A,0.0,2003.0,2,2,122.0,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,6,2,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,2025-2026,1,0,0.0,0.74,0.0,0.0,0.0,12.9,0,0.06,-0.1,-0.1,80,84,95.2,1272,339,42,43,97.7,27,28,96.4,7,7,100.0,0.0,0.0,1,7,1,0,82,2,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,5,0,1,0.0,6,3,2,1,2,3,66.7,1,2,0,7,1,0,94,3,22,61,11,3,94,0,0,0.0,0,0.0,48,156,52,0,0,0,0,70,3dd22d500995a9bb90781ff4b9b18e89
Louis Mouton,FRA,MF,Angers,Ligue 1,0.0,2002.0,2,2,124.0,1.4,0,0,0,0,0,0,0,1,0.5,0.5,0.0,0.5,2,3,3,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,2025-2026,3,1,33.3,2.18,0.73,0.0,0.0,18.9,0,0.16,-0.5,-0.5,25,36,69.4,387,89,14,17,82.4,8,12,66.7,2,4,50.0,0.0,0.0,0,1,2,0,35,1,0,0,0,1,1,0,0,0,0,0,1,0,2,1,1,0,2,0,0,0,2,1,1,50.0,2,1,1,0,1,3,33.3,2,2,2,2,1,0,46,1,9,24,14,1,46,0,0,0.0,0,0.0,19,137,56,3,0,2,1,38,3966585b756e35c3e24152cefd311343
Oihan Sancet,ESP,MF,Athletic Club,La Liga,0.0,2000.0,2,1,129.0,1.4,1,0,1,0,1,1,0,0,0.9,0.1,0.1,0.2,3,8,8,0.7,0.0,0.7,0.0,0.0,0.63,0.09,0.72,0.08,0.17,2025-2026,2,0,0.0,1.4,0.0,0.0,0.0,37.9,0,0.05,0.1,-0.1,35,39,89.7,511,140,20,22,90.9,10,10,100.0,3,3,100.0,0.1,-0.1,3,5,2,0,38,1,0,0,0,1,0,0,0,0,0,0,3,0,4,2,0,0,1,1,0,0,2,0,3,0.0,2,0,1,1,0,1,0.0,1,0,0,2,3,1,57,3,12,25,20,3,56,4,1,25.0,3,75.0,35,191,82,3,0,5,5,44,560bbb85a4c87c9caee8b2044d82d189
Arijon Ibrahimović,GER,"FW,MF",Heidenheim,Bundesliga,0.0,2005.0,2,2,127.0,1.4,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,3,3,0.0,0.0,0.0,0.0,0.0,0.33,0.02,0.35,0.33,0.35,2025-2026,1,0,0.0,0.71,0.0,0.0,0.0,4.1,0,0.47,-0.5,-0.5,26,39,66.7,433,70,13,16,81.3,12,16,75.0,1,6,16.7,0.0,0.0,1,1,0,0,36,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,5,1,83.3,3,2,1,0,3,6,50.0,3,3,0,3,5,0,56,3,18,22,18,4,56,4,1,25.0,3,75.0,29,214,80,2,1,0,2,30,c8f436f5468158d809d9fe59922a38cc
Timothy Castagne,BEL,"FW,DF",Fulham,Premier League,0.0,1995.0,3,2,127.0,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,3,10,0.0,0.0,0.0,0.0,0.0,0.27,0.06,0.33,0.27,0.33,2025-2026,3,0,0.0,2.13,0.0,0.0,0.0,7.7,0,0.13,-0.4,-0.4,35,46,76.1,471,166,22,28,78.6,9,13,69.2,2,3,66.7,0.1,-0.1,1,0,3,1,43,3,0,0,0,4,3,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,3,2,4,33.3,3,2,0,1,2,2,100.0,0,1,0,5,2,0,62,3,15,16,31,7,62,1,0,0.0,1,100.0,33,106,47,0,0,2,0,40,37c4e9c85e11a05562a240ba7681c14a
Jean-Clair Todibo,FRA,DF,West Ham,Premier League,0.0,1999.0,2,2,126.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,80,88,90.9,1467,498,30,31,96.8,42,43,97.7,8,11,72.7,0.0,0.0,0,8,0,0,86,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,2,0,3,0.0,3,1,2,0,1,2,50.0,1,1,0,6,6,0,102,4,36,55,12,0,102,1,0,0.0,0,0.0,61,412,262,4,0,1,0,75,c8b644c6c5dcce858edfca86617bf955
Stefano Moreo,ITA,"FW,MF",Pisa,Serie A,0.0,1993.0,2,2,125.0,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,2,5,0.0,0.0,0.0,0.0,0.0,0.21,0.04,0.25,0.21,0.25,2025-2026,2,1,50.0,1.44,0.72,0.0,0.0,7.4,0,0.15,-0.3,-0.3,20,30,66.7,331,97,10,11,90.9,8,14,57.1,2,3,66.7,0.2,0.0,2,2,0,0,30,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,8,4,66.7,0,0,0,0,0,2,0.0,2,0,0,1,4,0,41,4,7,22,12,2,41,0,0,0.0,0,0.0,21,104,24,1,0,3,0,31,10060cccd46121e52c9cd928e8da34e0
Francesco Camarda,ITA,FW,Lecce,Serie A,0.0,2008.0,2,2,127.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2025-2026,1,0,0.0,0.71,0.0,0.0,0.0,11.7,0,0.04,0.0,0.0,14,16,87.5,202,21,9,11,81.8,3,3,100.0,1,1,100.0,0.0,0.0,0,3,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,3,25.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,23,0,3,10,11,2,23,2,1,50.0,1,50.0,16,62,27,0,0,3,0,19,9d1e5ac19ebbb121f8c83165bc50856b
Mattéo Tramoni,FRA,MF,Pisa,Serie A,0.0,2000.0,2,2,123.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2025-2026,1,1,100.0,0.73,0.73,0.0,0.0,17.6,0,0.03,0.0,0.0,18,24,75.0,335,135,7,9,77.8,9,9,100.0,2,5,40.0,0.1,0.0,0,2,2,0,21,3,2,0,0,3,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,6,0,2,0.0,1,1,0,0,0,2,0.0,2,2,0,1,3,0,41,1,8,15,19,1,41,2,0,0.0,1,50.0,19,115,47,3,1,2,1,22,997f9c4b301013b929cccf7e01eec767
Jari Vandeputte,BEL,MF,Cremonese,Serie A,0.0,1996.0,2,2,128.0,1.4,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,3,3,10,0.0,0.7,0.7,0.0,0.7,0.03,0.15,0.18,0.03,0.18,2025-2026,1,0,0.0,0.7,0.0,0.0,0.0,23.6,1,0.04,0.0,0.0,31,46,67.4,545,158,12,15,80.0,12,14,85.7,5,11,45.5,0.1,0.8,3,1,1,1,38,8,0,0,0,11,1,7,1,6,0,0,3,0,1,0,0,0,3,0,0,0,3,0,0,0.0,4,1,3,0,2,4,50.0,2,2,0,4,2,0,58,3,16,24,20,0,58,2,2,100.0,0,0.0,30,164,95,1,0,2,3,32,3d902c4be0842ad56936c4abb2d0e86e
Nuno Tavares,POR,DF,Lazio,Serie A,0.0,2000.0,2,2,130.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,6,11,8,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,2025-2026,2,0,0.0,1.38,0.0,0.0,0.0,24.8,0,0.02,0.0,0.0,99,121,81.8,1573,645,56,61,91.8,32,37,86.5,9,18,50.0,0.1,0.0,1,17,1,1,97,24,7,0,3,10,14,3,2,0,0,0,0,0,3,4,1,1,2,0,0,0,7,0,1,0.0,3,2,1,0,1,2,50.0,1,1,0,4,2,0,139,3,31,68,42,2,139,8,4,50.0,4,50.0,85,412,218,4,2,7,0,98,4a4cc58c2d8f88217454db9bc79d690d
Josh Doig,SCO,DF,Sassuolo,Serie A,0.0,2002.0,2,2,125.0,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,2025-2026,1,1,100.0,0.72,0.72,0.0,0.0,23.2,0,0.02,0.0,0.0,36,44,81.8,568,143,18,19,94.7,15,18,83.3,2,4,50.0,0.1,0.0,2,1,1,1,34,10,1,0,0,1,9,0,0,0,0,0,1,0,2,3,0,2,2,0,0,0,6,1,0,100.0,2,2,0,0,1,2,50.0,1,4,3,4,4,1,62,7,18,21,23,0,62,4,2,50.0,2,50.0,28,181,88,1,0,1,1,28,bbac3c5712a734e6d5cc6596e984f050
